Year,State,Value
2001,NORTH CAROLINA,184375000
2001,NORTH DAKOTA,151610000
2001,OHIO,874920000
2001,OKLAHOMA,55125000
2001,OREGON,6401000
2001,PENNSYLVANIA,219206000
2001,SOUTH CAROLINA,57024000
2001,SOUTH DAKOTA,648550000
2001,TENNESSEE,165871000
2001,TEXAS,383712000
2001,UTAH,6071000
2001,VIRGINIA,86863000
2001,WASHINGTON,26752000
2001,WEST VIRGINIA,7145000
2001,WISCONSIN,650494000
2001,WYOMING,14663000
2000,ALABAMA,23166000
2000,ARIZONA,17981000
2000,ARKANSAS,39813000
2000,CALIFORNIA,85034000
2000,COLORADO,301392000
2000,DELAWARE,50471000
2000,FLORIDA,4200000
2000,GEORGIA,52901000
2000,IDAHO,23986000
2000,ILLINOIS,3186931000
2000,INDIANA,1539570000
2000,IOWA,3024000000
2000,KANSAS,824200000
2000,KENTUCKY,330993000
2000,LOUISIANA,75110000
2000,MARYLAND,126178000
2000,MICHIGAN,459420000
2000,MINNESOTA,1648868000
2000,MISSISSIPPI,69715000
2000,MISSOURI,705076000
2000,MONTANA,3427000
2000,NEBRASKA,1927170000
2000,NEW JERSEY,19799000
2000,NEW MEXICO,26611000
2000,NEW YORK,103635000
2000,NORTH CAROLINA,149222000
2000,NORTH DAKOTA,171864000
2000,OHIO,921690000
2000,OKLAHOMA,70560000
2000,OREGON,11713000
2000,PENNSYLVANIA,286664000
2000,SOUTH CAROLINA,38220000
2000,SOUTH DAKOTA,685216000
2000,TENNESSEE,129595000
2000,TEXAS,513608000
2000,UTAH,6765000
2000,VIRGINIA,97324000
2000,WASHINGTON,46805000
2000,WEST VIRGINIA,9464000
2000,WISCONSIN,675180000
2000,WYOMING,15465000
